Organism A,Organism B,Ancestor age,Rate
Microtus xanthognathus,Hippopotamus amphibius,87325000,1898369.5652173914
Microtus xanthognathus,Lagothrix lagotricha,66450000,1444565.2173913044
Microtus xanthognathus,Lutra lutra,99275000,2158152.1739130435
Microtus xanthognathus,Macaca mulatta,66450000,1444565.2173913044
Microtus xanthognathus,Mellivora capensis,99275000,2158152.1739130435
Nasua nasua,Mus musculus,99275000,3818269.230769231
Nasua nasua,Rattus norvegicus,99275000,3423275.8620689656
Nasua nasua,Panthera leo,57350000,2606818.1818181816
Nasua nasua,Triturus cristatus,338650000,4576351.3513513515
Nasua nasua,Ateles paniscus,99275000,8272916.666666667
Nasua nasua,Branta canadensis,316350000,7532142.857142857
Nasua nasua,Camelus dromedarius,87325000,3638541.6666666665
Nasua nasua,Cebus albifrons,99275000,6618333.333333333
Nasua nasua,Crocodylus siamensis,316350000,4721641.791044776
Nasua nasua,Echinops telfairi,70850000,1914864.8648648649
Nasua nasua,Erinaceus europaeus,88177000,3674041.6666666665
Nasua nasua,Hippopotamus amphibius,87325000,3969318.1818181816
Nasua nasua,Lagothrix lagotricha,99275000,7091071.428571428
Nasua nasua,Lutra lutra,44675000,7445833.333333333
Nasua nasua,Macaca mulatta,99275000,7636538.461538462
Nasua nasua,Mellivora capensis,44675000,6382142.857142857
Nasua nasua,Microtus xanthognathus,99275000,2068229.1666666667
Tursiops truncatus,Mus musculus,109550000,3222058.8235294116
Tursiops truncatus,Rattus norvegicus,109550000,3043055.5555555555
Tursiops truncatus,Panthera leo,109550000,3043055.5555555555
Tursiops truncatus,Triturus cristatus,338650000,4398051.948051948
Tursiops truncatus,Ateles paniscus,109550000,5477500.0
Tursiops truncatus,Branta canadensis,316350000,6327000.0
Tursiops truncatus,Camelus dromedarius,109550000,4763043.478260869
Tursiops truncatus,Cebus albifrons,109550000,5216666.666666667
Tursiops truncatus,Crocodylus siamensis,316350000,4793181.818181818
Tursiops truncatus,Echinops telfairi,109550000,2738750.0
Tursiops truncatus,Erinaceus europaeus,109550000,3777586.206896552
Tursiops truncatus,Hippopotamus amphibius,109550000,5216666.666666667
Tursiops truncatus,Lagothrix lagotricha,109550000,5216666.666666667
Tursiops truncatus,Lutra lutra,109550000,4763043.478260869
Tursiops truncatus,Macaca mulatta,109550000,4213461.538461538
Tursiops truncatus,Mellivora capensis,109550000,4763043.478260869
Tursiops truncatus,Microtus xanthognathus,109550000,2148039.2156862747
Tursiops truncatus,Nasua nasua,109550000,4763043.478260869
Anas platyrhynchos,Mus musculus,316350000,6456122.448979592
Anas platyrhynchos,Rattus norvegicus,316350000,6456122.448979592
Anas platyrhynchos,Panthera leo,316350000,6083653.846153846
Anas platyrhynchos,Triturus cristatus,338650000,4576351.3513513515
Anas platyrhynchos,Ateles paniscus,316350000,7356976.7441860465
Anas platyrhynchos,Branta canadensis,20305000,5076250.0
Anas platyrhynchos,Camelus dromedarius,316350000,5968867.924528302
Anas platyrhynchos,Cebus albifrons,316350000,7030000.0
Anas platyrhynchos,Crocodylus siamensis,249467500,4797451.923076923
Anas platyrhynchos,Echinops telfairi,316350000,5550000.0
Anas platyrhynchos,Erinaceus europaeus,316350000,7532142.857142857
Anas platyrhynchos,Hippopotamus amphibius,316350000,6877173.9130434785
Anas platyrhynchos,Lagothrix lagotricha,316350000,7030000.0
Anas platyrhynchos,Lutra lutra,316350000,7189772.7272727275
Anas platyrhynchos,Macaca mulatta,316350000,7030000.0
Anas platyrhynchos,Mellivora capensis,316350000,7356976.7441860465
Anas platyrhynchos,Microtus xanthognathus,316350000,5361864.406779661
Anas platyrhynchos,Nasua nasua,316350000,7356976.7441860465
Anas platyrhynchos,Tursiops truncatus,316350000,6590625.0
Camelus bactrianus,Mus musculus,87325000,2298026.3157894737
Camelus bactrianus,Rattus norvegicus,87325000,2495000.0
Camelus bactrianus,Panthera leo,87325000,2816935.4838709678
Camelus bactrianus,Triturus cristatus,338650000,4515333.333333333
Camelus bactrianus,Ateles paniscus,87325000,3969318.1818181816
Camelus bactrianus,Branta canadensis,316350000,5968867.924528302
Camelus bactrianus,Cebus albifrons,87325000,3493000.0
Camelus bactrianus,Crocodylus siamensis,316350000,4721641.791044776
Camelus bactrianus,Echinops telfairi,87325000,2239102.564102564
Camelus bactrianus,Erinaceus europaeus,88177000,3040586.206896552
Camelus bactrianus,Hippopotamus amphibius,49650000,2364285.714285714
Camelus bactrianus,Lagothrix lagotricha,87325000,3796739.1304347827
Camelus bactrianus,Lutra lutra,87325000,3493000.0
Camelus bactrianus,Macaca mulatta,87325000,3493000.0
Camelus bactrianus,Mellivora capensis,87325000,3358653.846153846
Camelus bactrianus,Microtus xanthognathus,87325000,1679326.923076923
Camelus bactrianus,Nasua nasua,87325000,3638541.6666666665
Camelus bactrianus,Tursiops truncatus,109550000,4763043.478260869
Camelus bactrianus,Anas platyrhynchos,316350000,5968867.924528302
Cavia porcellus,Mus musculus,47800000,1291891.8918918918
Cavia porcellus,Rattus norvegicus,47800000,1327777.7777777778
Cavia porcellus,Panthera leo,99275000,2612500.0
Cavia porcellus,Triturus cristatus,338650000,4769718.309859155
Cavia porcellus,Ateles paniscus,66450000,1845833.3333333333
Cavia porcellus,Branta canadensis,316350000,5968867.924528302
Cavia porcellus,Camelus dromedarius,87325000,2030813.953488372
Cavia porcellus,Cebus albifrons,66450000,1795945.945945946
Cavia porcellus,Crocodylus siamensis,316350000,4652205.882352941
Cavia porcellus,Echinops telfairi,93075000,1899489.7959183673
Cavia porcellus,Erinaceus europaeus,88177000,2204425.0
Cavia porcellus,Hippopotamus amphibius,87325000,2425694.4444444445
Cavia porcellus,Lagothrix lagotricha,66450000,1748684.2105263157
Cavia porcellus,Lutra lutra,99275000,2836428.5714285714
Cavia porcellus,Macaca mulatta,66450000,1748684.2105263157
Cavia porcellus,Mellivora capensis,99275000,2919852.9411764704
Cavia porcellus,Microtus xanthognathus,47800000,1086363.6363636365
Cavia porcellus,Nasua nasua,99275000,3008333.3333333335
Cavia porcellus,Tursiops truncatus,109550000,3130000.0
Cavia porcellus,Anas platyrhynchos,316350000,5858333.333333333
Cavia porcellus,Camelus bactrianus,87325000,2030813.953488372
Crocuta crocuta,Mus musculus,99275000,2836428.5714285714
Crocuta crocuta,Rattus norvegicus,99275000,3008333.3333333335
Crocuta crocuta,Panthera leo,27525000,1835000.0
Crocuta crocuta,Triturus cristatus,338650000,4703472.222222222
Crocuta crocuta,Ateles paniscus,99275000,4512500.0
Crocuta crocuta,Branta canadensis,316350000,6456122.448979592
Crocuta crocuta,Camelus dromedarius,87325000,2910833.3333333335
Crocuta crocuta,Cebus albifrons,99275000,4512500.0
Crocuta crocuta,Crocodylus siamensis,316350000,4793181.818181818
Crocuta crocuta,Echinops telfairi,70850000,1816666.6666666667
Crocuta crocuta,Erinaceus europaeus,88177000,3040586.206896552
Crocuta crocuta,Hippopotamus amphibius,87325000,3234259.2592592593
Crocuta crocuta,Lagothrix lagotricha,99275000,4136458.3333333335
Crocuta crocuta,Lutra lutra,57350000,3186111.111111111
Crocuta crocuta,Macaca mulatta,99275000,4727380.952380952
Crocuta crocuta,Mellivora capensis,57350000,3373529.411764706
Crocuta crocuta,Microtus xanthognathus,99275000,1946568.6274509805
Crocuta crocuta,Nasua nasua,57350000,3186111.111111111
Crocuta crocuta,Tursiops truncatus,109550000,3651666.6666666665
Crocuta crocuta,Anas platyrhynchos,316350000,6327000.0
Crocuta crocuta,Camelus bactrianus,87325000,2910833.3333333335
Crocuta crocuta,Cavia porcellus,99275000,2919852.9411764704
Elephas maximus,Mus musculus,93075000,2386538.4615384615
Elephas maximus,Rattus norvegicus,93075000,2326875.0
Elephas maximus,Panthera leo,70850000,1816666.6666666667
Elephas maximus,Triturus cristatus,338650000,4515333.333333333
Elephas maximus,Ateles paniscus,93075000,3209482.7586206896
Elephas maximus,Branta canadensis,316350000,6590625.0
Elephas maximus,Camelus dromedarius,87325000,3118750.0
Elephas maximus,Cebus albifrons,93075000,3209482.7586206896
Elephas maximus,Crocodylus siamensis,316350000,5102419.354838709
Elephas maximus,Echinops telfairi,62525000,1525000.0
Elephas maximus,Erinaceus europaeus,88177000,2672030.303030303
Elephas maximus,Hippopotamus amphibius,87325000,2910833.3333333335
Elephas maximus,Lagothrix lagotricha,93075000,3324107.1428571427
Elephas maximus,Lutra lutra,70850000,2443103.4482758623
Elephas maximus,Macaca mulatta,93075000,3002419.35483871
Elephas maximus,Mellivora capensis,70850000,2530357.1428571427
Elephas maximus,Microtus xanthognathus,93075000,1861500.0
Elephas maximus,Nasua nasua,70850000,2624074.074074074
Elephas maximus,Tursiops truncatus,109550000,4057407.407407407
Elephas maximus,Anas platyrhynchos,316350000,6590625.0
Elephas maximus,Camelus bactrianus,87325000,3118750.0
Elephas maximus,Cavia porcellus,93075000,2386538.4615384615
Elephas maximus,Crocuta crocuta,70850000,2083823.5294117648
Lama guanicoe,Mus musculus,87325000,2239102.564102564
Lama guanicoe,Rattus norvegicus,87325000,2425694.4444444445
Lama guanicoe,Panthera leo,87325000,2816935.4838709678
Lama guanicoe,Triturus cristatus,338650000,4515333.333333333
Lama guanicoe,Ateles paniscus,87325000,3796739.1304347827
Lama guanicoe,Branta canadensis,316350000,5858333.333333333
Lama guanicoe,Camelus dromedarius,19500000,9750000.0
Lama guanicoe,Cebus albifrons,87325000,3358653.846153846
Lama guanicoe,Crocodylus siamensis,316350000,4721641.791044776
Lama guanicoe,Echinops telfairi,87325000,2129878.048780488
Lama guanicoe,Erinaceus europaeus,88177000,2939233.3333333335
Lama guanicoe,Hippopotamus amphibius,49650000,2256818.1818181816
Lama guanicoe,Lagothrix lagotricha,87325000,3638541.6666666665
Lama guanicoe,Lutra lutra,87325000,3358653.846153846
Lama guanicoe,Macaca mulatta,87325000,3234259.2592592593
Lama guanicoe,Mellivora capensis,87325000,3234259.2592592593
Lama guanicoe,Microtus xanthognathus,87325000,1647641.5094339622
Lama guanicoe,Nasua nasua,87325000,3493000.0
Lama guanicoe,Tursiops truncatus,109550000,4564583.333333333
Lama guanicoe,Anas platyrhynchos,316350000,5858333.333333333
Lama guanicoe,Camelus bactrianus,19500000,9750000.0
Lama guanicoe,Cavia porcellus,87325000,1984659.0909090908
Lama guanicoe,Crocuta crocuta,87325000,2910833.3333333335
Lama guanicoe,Elephas maximus,87325000,3234259.2592592593
Martes foina,Mus musculus,99275000,3545535.714285714
Martes foina,Rattus norvegicus,99275000,3545535.714285714
Martes foina,Panthera leo,57350000,2389583.3333333335
Martes foina,Triturus cristatus,338650000,4639041.095890411
Martes foina,Ateles paniscus,99275000,8272916.666666667
Martes foina,Branta canadensis,316350000,7356976.7441860465
Martes foina,Camelus dromedarius,87325000,3493000.0
Martes foina,Cebus albifrons,99275000,8272916.666666667
Martes foina,Crocodylus siamensis,316350000,4652205.882352941
Martes foina,Echinops telfairi,70850000,1968055.5555555555
Martes foina,Erinaceus europaeus,88177000,4198904.761904762
Martes foina,Hippopotamus amphibius,87325000,3969318.1818181816
Martes foina,Lagothrix lagotricha,99275000,9927500.0
Martes foina,Lutra lutra,19927500,19927500.0
Martes foina,Macaca mulatta,99275000,9025000.0
Martes foina,Mellivora capensis,17415000,17415000.0
Martes foina,Microtus xanthognathus,99275000,2158152.1739130435
Martes foina,Nasua nasua,44675000,7445833.333333333
Martes foina,Tursiops truncatus,109550000,4979545.454545454
Martes foina,Anas platyrhynchos,316350000,7189772.7272727275
Martes foina,Camelus bactrianus,87325000,3493000.0
Martes foina,Cavia porcellus,99275000,2836428.5714285714
Martes foina,Crocuta crocuta,57350000,3186111.111111111
Martes foina,Elephas maximus,70850000,2443103.4482758623
Martes foina,Lama guanicoe,87325000,3358653.846153846
Mustela putorius,Mus musculus,99275000,3309166.6666666665
Mustela putorius,Rattus norvegicus,99275000,3309166.6666666665
Mustela putorius,Panthera leo,57350000,2389583.3333333335
Mustela putorius,Triturus cristatus,338650000,4576351.3513513515
Mustela putorius,Ateles paniscus,99275000,7091071.428571428
Mustela putorius,Branta canadensis,316350000,7030000.0
Mustela putorius,Camelus dromedarius,87325000,3358653.846153846
Mustela putorius,Cebus albifrons,99275000,7636538.461538462
Mustela putorius,Crocodylus siamensis,316350000,4584782.608695652
Mustela putorius,Echinops telfairi,70850000,2024285.7142857143
Mustela putorius,Erinaceus europaeus,88177000,3833782.6086956523
Mustela putorius,Hippopotamus amphibius,87325000,3796739.1304347827
Mustela putorius,Lagothrix lagotricha,99275000,9927500.0
Mustela putorius,Lutra lutra,19927500,6642500.0
Mustela putorius,Macaca mulatta,99275000,7636538.461538462
Mustela putorius,Mellivora capensis,17415000,5805000.0
Mustela putorius,Microtus xanthognathus,99275000,2068229.1666666667
Mustela putorius,Nasua nasua,44675000,5584375.0
Mustela putorius,Tursiops truncatus,109550000,4763043.478260869
Mustela putorius,Anas platyrhynchos,316350000,6877173.9130434785
Mustela putorius,Camelus bactrianus,87325000,3358653.846153846
Mustela putorius,Cavia porcellus,99275000,2836428.5714285714
Mustela putorius,Crocuta crocuta,57350000,2867500.0
Mustela putorius,Elephas maximus,70850000,2361666.6666666665
Mustela putorius,Lama guanicoe,87325000,3234259.2592592593
Mustela putorius,Martes foina,19860000,9930000.0
Paguma larvata,Mus musculus,99275000,2683108.108108108
Paguma larvata,Rattus norvegicus,99275000,3202419.35483871
Paguma larvata,Panthera leo,30557500,2546458.3333333335
Paguma larvata,Triturus cristatus,338650000,4837857.142857143
Paguma larvata,Ateles paniscus,99275000,4316304.347826087
Paguma larvata,Branta canadensis,316350000,6590625.0
Paguma larvata,Camelus dromedarius,87325000,3011206.896551724
Paguma larvata,Cebus albifrons,99275000,4727380.952380952
Paguma larvata,Crocodylus siamensis,316350000,4866923.076923077
Paguma larvata,Echinops telfairi,70850000,1816666.6666666667
Paguma larvata,Erinaceus europaeus,88177000,3040586.206896552
Paguma larvata,Hippopotamus amphibius,87325000,3638541.6666666665
Paguma larvata,Lagothrix lagotricha,99275000,4316304.347826087
Paguma larvata,Lutra lutra,57350000,3186111.111111111
Paguma larvata,Macaca mulatta,99275000,4727380.952380952
Paguma larvata,Mellivora capensis,57350000,3373529.411764706
Paguma larvata,Microtus xanthognathus,99275000,2026020.4081632653
Paguma larvata,Nasua nasua,57350000,3018421.052631579
Paguma larvata,Tursiops truncatus,109550000,3651666.6666666665
Paguma larvata,Anas platyrhynchos,316350000,6456122.448979592
Paguma larvata,Camelus bactrianus,87325000,3011206.896551724
Paguma larvata,Cavia porcellus,99275000,2683108.108108108
Paguma larvata,Crocuta crocuta,22532500,2503611.111111111
Paguma larvata,Elephas maximus,70850000,2146969.696969697
Paguma larvata,Lama guanicoe,87325000,3011206.896551724
Paguma larvata,Martes foina,57350000,3186111.111111111
Paguma larvata,Mustela putorius,57350000,3018421.052631579
Sminthopsis crassicaudata,Mus musculus,144850000,3292045.4545454546
Sminthopsis crassicaudata,Rattus norvegicus,144850000,3081914.8936170214
Sminthopsis crassicaudata,Panthera leo,144850000,3532926.8292682925
Sminthopsis crassicaudata,Triturus cristatus,338650000,4576351.3513513515
Sminthopsis crassicaudata,Ateles paniscus,144850000,3368604.6511627906
Sminthopsis crassicaudata,Branta canadensis,316350000,7356976.7441860465
Sminthopsis crassicaudata,Camelus dromedarius,144850000,3448809.523809524
Sminthopsis crassicaudata,Cebus albifrons,144850000,3532926.8292682925
Sminthopsis crassicaudata,Crocodylus siamensis,316350000,4866923.076923077
Sminthopsis crassicaudata,Echinops telfairi,144850000,2840196.0784313725
Sminthopsis crassicaudata,Erinaceus europaeus,88177000,2320447.3684210526
Sminthopsis crassicaudata,Hippopotamus amphibius,144850000,3292045.4545454546
Sminthopsis crassicaudata,Lagothrix lagotricha,144850000,3448809.523809524
Sminthopsis crassicaudata,Lutra lutra,144850000,3621250.0
Sminthopsis crassicaudata,Macaca mulatta,144850000,3292045.4545454546
Sminthopsis crassicaudata,Mellivora capensis,144850000,3811842.1052631577
Sminthopsis crassicaudata,Microtus xanthognathus,144850000,2682407.407407407
Sminthopsis crassicaudata,Nasua nasua,144850000,3532926.8292682925
Sminthopsis crassicaudata,Tursiops truncatus,109550000,2547674.418604651
Sminthopsis crassicaudata,Anas platyrhynchos,316350000,7715853.658536585
Sminthopsis crassicaudata,Camelus bactrianus,144850000,3448809.523809524
Sminthopsis crassicaudata,Cavia porcellus,144850000,3081914.8936170214
Sminthopsis crassicaudata,Crocuta crocuta,144850000,3448809.523809524
Sminthopsis crassicaudata,Elephas maximus,144850000,3448809.523809524
Sminthopsis crassicaudata,Lama guanicoe,144850000,3368604.6511627906
Sminthopsis crassicaudata,Martes foina,144850000,3714102.564102564
Sminthopsis crassicaudata,Mustela putorius,144850000,3532926.8292682925
Sminthopsis crassicaudata,Paguma larvata,144850000,3368604.6511627906
Struthio camelus,Mus musculus,316350000,6083653.846153846
Struthio camelus,Rattus norvegicus,316350000,6202941.176470588
Struthio camelus,Panthera leo,316350000,6456122.448979592
Struthio camelus,Triturus cristatus,338650000,4515333.333333333
Struthio camelus,Ateles paniscus,316350000,6877173.9130434785
Struthio camelus,Branta canadensis,100750000,14392857.142857144
Struthio camelus,Camelus dromedarius,316350000,5968867.924528302
Struthio camelus,Cebus albifrons,316350000,6877173.9130434785
Struthio camelus,Crocodylus siamensis,249467500,4619768.518518519
Struthio camelus,Echinops telfairi,316350000,5454310.344827586
Struthio camelus,Erinaceus europaeus,316350000,7030000.0
Struthio camelus,Hippopotamus amphibius,316350000,6877173.9130434785
Struthio camelus,Lagothrix lagotricha,316350000,6590625.0
Struthio camelus,Lutra lutra,316350000,7030000.0
Struthio camelus,Macaca mulatta,316350000,6877173.9130434785
Struthio camelus,Mellivora capensis,316350000,7189772.7272727275
Struthio camelus,Microtus xanthognathus,316350000,5272500.0
Struthio camelus,Nasua nasua,316350000,7189772.7272727275
Struthio camelus,Tursiops truncatus,316350000,6202941.176470588
Struthio camelus,Anas platyrhynchos,100750000,20150000.0
Struthio camelus,Camelus bactrianus,316350000,5968867.924528302
Struthio camelus,Cavia porcellus,316350000,5858333.333333333
Struthio camelus,Crocuta crocuta,316350000,6456122.448979592
Struthio camelus,Elephas maximus,316350000,6327000.0
Struthio camelus,Lama guanicoe,316350000,5968867.924528302
Struthio camelus,Martes foina,316350000,7030000.0
Struthio camelus,Mustela putorius,316350000,6730851.063829787
Struthio camelus,Paguma larvata,316350000,6590625.0
Struthio camelus,Sminthopsis crassicaudata,316350000,7356976.7441860465
Tragelaphus strepsiceros,Mus musculus,87325000,2129878.048780488
Tragelaphus strepsiceros,Rattus norvegicus,87325000,2239102.564102564
Tragelaphus strepsiceros,Panthera leo,87325000,2646212.121212121
Tragelaphus strepsiceros,Triturus cristatus,338650000,4639041.095890411
Tragelaphus strepsiceros,Ateles paniscus,87325000,3638541.6666666665
Tragelaphus strepsiceros,Branta canadensis,316350000,5968867.924528302
Tragelaphus strepsiceros,Camelus dromedarius,48200000,2008333.3333333333
Tragelaphus strepsiceros,Cebus albifrons,87325000,3796739.1304347827
Tragelaphus strepsiceros,Crocodylus siamensis,316350000,4793181.818181818
Tragelaphus strepsiceros,Echinops telfairi,87325000,2129878.048780488
Tragelaphus strepsiceros,Erinaceus europaeus,88177000,2939233.3333333335
Tragelaphus strepsiceros,Hippopotamus amphibius,49650000,2613157.8947368423
Tragelaphus strepsiceros,Lagothrix lagotricha,87325000,3796739.1304347827
Tragelaphus strepsiceros,Lutra lutra,87325000,3796739.1304347827
Tragelaphus strepsiceros,Macaca mulatta,87325000,3493000.0
Tragelaphus strepsiceros,Mellivora capensis,87325000,4158333.3333333335
Tragelaphus strepsiceros,Microtus xanthognathus,87325000,1617129.6296296297
